file_name,HOMO-9,HOMO-8,HOMO-7,HOMO-6,HOMO-5,HOMO-4,HOMO-3,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,LUMO+3,LUMO+4,LUMO+5,LUMO+6,LUMO+7,LUMO+8,LUMO+9,spatial_extent_R2_au,net_charge,dipole.X,dipole.Y,dipole.Z,dipole.Tot,traceless_quadrupole.XX,traceless_quadrupole.YY,traceless_quadrupole.ZZ,traceless_quadrupole.XY,traceless_quadrupole.XZ,traceless_quadrupole.YZ,octapole.XXX,octapole.YYY,octapole.ZZZ,octapole.XYY,octapole.XXY,octapole.XXZ,octapole.XZZ,octapole.YZZ,octapole.YYZ,octapole.XYZ,natural_population.atoms[0].valence,natural_population.atoms[1].valence,natural_population.atoms[2].valence,natural_population.atoms[3].valence,natural_population.atoms[4].valence,PDB-ID,function,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy,solute,lft_orbitals.Fe.d_xy.occupancy,lft_orbitals.Fe.d_xy.energy,lft_orbitals.Fe.d_xz.occupancy,lft_orbitals.Fe.d_xz.energy,lft_orbitals.Fe.d_yz.occupancy,lft_orbitals.Fe.d_yz.energy,lft_orbitals.Fe.d_(x2-y2).occupancy,lft_orbitals.Fe.d_(x2-y2).energy,lft_orbitals.Fe.d_z2.occupancy,lft_orbitals.Fe.d_z2.energy,iron_natural_charge,charge,multiplicity,t_2g_energy_mean,e_g_energy_mean,lft_energy_delta,lft_occupancy_delta,homo_lumo_gap,homo1_lumo1_gap,homo2_lumo2_gap,overview_N-N_au,overview_E-N_au,overview_KE_au,total_energies[0]
5m0n01.log,-0.27063,-0.24569,-0.24495,-0.23108,-0.22558,-0.20256,-0.18942,-0.18873,-0.18769,-0.18306,-0.0698,-0.06866,-0.02332,-0.00908,0.001,0.01181,0.01854,0.02957,0.04094,0.04352,18131.8905,0.0,-2.0998,-0.6005,-0.7327,2.3036,0.6746,4.34,-5.0146,0.9725,-2.5073,-2.5511,-36.2351,-3.8065,-14.4936,-17.5408,10.8093,-2.2329,-25.0559,-13.7992,-4.8032,-4.4542,7.88096,5.3377,5.34151,5.33076,5.34825,411,2,0,1,395.0,-0.89,-0.165,-0.214,-0.004,0.017,-0.074,-0.136,-0.054,-0.108,-0.024,0.025,0.032,0,1.63029,-0.1588,1.89678,-0.20269,1.89292,-0.20377,0.99402,-0.10664,0.52545,-0.10563,0.08851,0,1,-0.18842,-0.10613500000000001,0.082285,-3.90052,0.11326,0.11903,0.16541,5421.52843846,-18278.79796303,3147.474139421,-3157.19243681
5m0n12.log,-0.38608,-0.35724,-0.35665,-0.3416,-0.3365,-0.32017,-0.31402,-0.30293,-0.30235,-0.30114,-0.18816,-0.18698,-0.13408,-0.12129,-0.1031,-0.09384,-0.08672,-0.07451,-0.07107,-0.06808,18033.531,1.0,-1.4382,-0.6051,-1.2234,1.9828,21.0665,18.0004,-39.0669,-0.051,-2.6401,-2.3856,1.8959,6.1332,-8.2226,2.5543,-2.5201,-6.3014,-26.2613,-15.6438,-33.3716,-13.4766,7.88895,5.35537,5.36058,5.34935,5.36424,411,2,0,1,395.0,-0.89,-0.165,-0.214,-0.004,0.017,-0.074,-0.136,-0.054,-0.108,-0.024,0.025,0.032,0,0.81439,-0.27527,0.93925,-0.31478,0.93726,-0.31571,0.49434,-0.22218,0.27082,-0.22149,0.08007,1,2,-0.30191999999999997,-0.221835,0.08008499999999996,-1.92574,0.11298000000000002,0.11537,0.16884999999999997,5421.52843846,-18245.40104191,3147.286305526,-3156.97132029
5m3s01.log,-0.24196,-0.23664,-0.23266,-0.22522,-0.21824,-0.19081,-0.18312,-0.17836,-0.17668,-0.17583,-0.06377,-0.06285,-0.01846,0.00589,0.01259,0.01649,0.02369,0.03074,0.03745,0.04583,20045.9987,0.0,-1.0352,-1.3926,3.163,3.6077,-4.1925,-9.3994,13.5919,1.7444,-5.0855,1.3925,-20.6153,-33.1667,96.0522,6.1515,-31.1757,0.4655,-23.4579,-19.3766,-7.6379,7.8846,7.72886,5.33409,5.32613,5.35021,5.32682,412,3,1,1,554.0,0.065,0.071,-0.258,-0.205,0.008,0.202,0.096,0.001,0.093,0.059,-0.026,0.025,0,0.65161,-0.06464,1.89128,-0.1874,1.86694,-0.18511,1.96677,-0.17695,0.50751,-0.07705,0.24269,0,1,-0.1457166666666667,-0.127,0.018716666666666687,-1.9355499999999997,0.11205999999999999,0.11383,0.1599,5962.938343688,-18940.17137109,2973.864740894,-2984.02557494
5m3s12.log,-0.39374,-0.37603,-0.37389,-0.35326,-0.33971,-0.33374,-0.32601,-0.32168,-0.29963,-0.28943,-0.19565,-0.17835,-0.17766,-0.14881,-0.12187,-0.10224,-0.09001,-0.07787,-0.07418,-0.06392,19951.6809,1.0,-1.0111,-1.2114,3.4129,3.76,7.1105,0.9869,-8.0974,-0.3581,-4.8659,1.1642,-5.0368,-16.8841,149.5744,-5.4181,-2.8022,-19.4322,-17.6642,-21.8014,-36.9514,11.5913,7.42669,5.35986,5.34605,5.37502,5.34568,412,3,1,1,554.0,0.065,0.071,-0.258,-0.205,0.008,0.202,0.096,0.001,0.093,0.059,-0.026,0.025,0,0.44842,-0.29587,0.95848,-0.42251,0.95272,-0.42167,0.97685,-0.38126,0.4023,-0.32547,0.53747,1,2,-0.38001666666666667,-0.353365,0.026651666666666685,-0.98047,0.09378000000000003,0.12128,0.14402,5962.938343688,-18902.5319485,2973.470550785,-2983.83436445
5m3s16.log,-0.37674,-0.37631,-0.34945,-0.34132,-0.33767,-0.33215,-0.32527,-0.32406,-0.29945,-0.29021,-0.1802,-0.17911,-0.12308,-0.09836,-0.09132,-0.07891,-0.07542,-0.06156,-0.05941,-0.05356,19952.8288,1.0,-0.9709,-1.2061,3.035,3.4071,8.4921,2.1594,-10.6515,2.01,-4.9336,1.2561,-2.2088,-16.839,144.1645,-4.873,-1.5171,-20.6389,-18.2182,-21.3657,-37.2489,10.4566,6.76662,5.47114,5.46152,5.48178,5.46568,412,3,1,1,554.0,0.065,0.071,-0.258,-0.205,0.008,0.202,0.096,0.001,0.093,0.059,-0.026,0.025,0,0.95945,-0.52802,0.9532,-0.51198,0.94493,-0.50574,0.95394,-0.50233,0.96937,-0.54082,1.15805,1,6,-0.5152466666666666,-0.521575,-0.00632833333333338,-0.9342700000000006,0.11001000000000002,0.12034,0.20098000000000002,5962.938343688,-18902.38527132,2974.524007972,-2983.83621058
5mjc01.log,-0.23654,-0.23223,-0.21894,-0.21633,-0.20562,-0.17988,-0.17526,-0.17444,-0.16284,-0.15605,-0.06201,-0.05633,-0.00804,0.0186,0.0212,0.02238,0.02484,0.02794,0.03324,0.0432,22262.4148,-0.0,-1.7418,-0.3672,0.1973,1.791,-14.5815,-17.3825,31.9639,-5.3531,6.3629,3.9038,-37.0738,8.8588,-4.4029,-39.9638,-7.3902,-13.9929,-5.0326,-10.1755,18.588,-7.6962,7.87679,5.30671,5.32308,5.31083,5.31425,413,3,1,0,492.0,0.096,0.49,-0.004,0.134,0.04,0.139,-0.021,-0.05,-0.079,-0.076,0.102,-0.042,0,0.79782,-0.07304,1.66635,-0.15167,1.77346,-0.16122,1.913,-0.1592,0.81602,-0.08284,0.0877,0,1,-0.12864333333333333,-0.12102,0.007623333333333329,-1.50861,0.09403999999999998,0.10651000000000002,0.16640000000000002,7181.893842777,-21816.68379229,3161.493459564,-3172.99738103
5mjc05.log,-0.24254,-0.24206,-0.23338,-0.22129,-0.21196,-0.20267,-0.19274,-0.18686,-0.18183,-0.10232,-0.06118,-0.04697,-0.01326,0.01156,0.01305,0.01824,0.0227,0.02722,0.02883,0.04282,22269.5496,-0.0,-1.8165,-0.7958,0.2084,1.9941,-16.3242,-22.5336,38.8578,-11.2829,8.3484,4.4912,-39.4745,-4.1412,-3.7201,-42.9473,-14.0795,-16.6458,-6.4468,-12.6505,20.9694,-8.2594,7.22888,5.36346,5.39816,5.36995,5.41313,413,3,1,0,492.0,0.096,0.49,-0.004,0.134,0.04,0.139,-0.021,-0.05,-0.079,-0.076,0.102,-0.042,0,0.56792,-0.2341,0.95343,-0.31691,0.93117,-0.31299,0.94547,-0.25999,0.96694,-0.32713,0.7161,0,5,-0.288,-0.29356,-0.005560000000000009,-0.5401099999999999,0.041139999999999996,0.13485999999999998,0.1736,7181.893842777,-21814.03639155,3162.001565455,-3172.9632059
5mxy01.log,-0.24094,-0.22491,-0.21724,-0.21517,-0.20968,-0.19764,-0.1836,-0.18089,-0.17518,-0.16608,-0.06845,-0.06425,-0.0436,-0.03461,-0.01507,0.01964,0.02129,0.0299,0.03179,0.03887,22508.5848,-0.0,-0.3928,1.9482,3.587,4.1008,-1.4679,-6.7576,8.2255,1.1211,1.1123,10.7974,-15.9193,113.6359,112.8403,-6.4734,12.2315,2.0697,-10.3542,21.1434,-4.0261,10.7801,8.00141,5.35036,5.36909,5.35911,5.3618,414,0,1,2,395.0,0.128,-0.796,-0.178,-0.564,-0.014,-0.009,-0.026,0.011,-0.008,0.057,-0.001,0.03,0,1.32667,-0.13145,1.88683,-0.19111,1.87449,-0.19098,1.21834,-0.12277,0.72199,-0.11558,-0.04019,0,1,-0.17118,-0.119175,0.052004999999999996,-3.1476599999999997,0.09763000000000001,0.11093,0.13729,7017.847517334,-22087.53106614,3408.655164147,-3424.43177617
5mxz01.log,-0.24411,-0.23692,-0.22829,-0.22226,-0.21882,-0.1923,-0.17983,-0.17925,-0.1767,-0.17481,-0.06623,-0.06482,-0.02044,0.00555,0.01673,0.02066,0.0219,0.03419,0.03684,0.04076,21530.36,-0.0,-0.1574,1.7549,4.0003,4.3712,-7.6218,-2.2376,9.8594,0.3529,2.1016,9.1181,9.9062,44.1759,107.827,2.2317,36.2274,-0.0277,-3.3953,28.555,11.6993,7.0509,8.03047,5.30692,5.31766,5.31616,5.31874,415,0,1,2,404.0,0.141,-0.863,-0.163,-0.533,-0.008,0.011,-0.039,0.018,-0.001,0.051,0.033,-0.015,0,1.15072,-0.11578,1.84891,-0.18239,1.87291,-0.18576,1.49026,-0.14127,0.67857,-0.10712,-0.06642,0,1,-0.16130999999999998,-0.124195,0.03711499999999998,-2.70371,0.10858,0.11188,0.15881,7163.685180062,-22383.59734017,3413.70660213,-3424.85027852
5n1t01.log,-0.24104,-0.2227,-0.21375,-0.21189,-0.20291,-0.20093,-0.18471,-0.17985,-0.17708,-0.16816,-0.0767,-0.06996,-0.0366,-0.01823,0.01056,0.01479,0.01873,0.02839,0.03029,0.03259,22677.7793,-0.0,-4.4317,-1.857,3.8464,6.155,-1.2913,-5.725,7.0163,-2.4796,-2.0316,0.3361,-77.5965,-84.5851,138.8578,-47.3558,12.7013,-1.3594,-54.7795,-14.3423,6.4001,-2.6895,7.99464,5.33894,5.35744,5.34415,5.35342,416,0,1,2,381.0,0.163,-0.65,0.06,-0.516,-0.01,0.023,-0.056,0.024,-0.037,0.17,0.106,0.065,0,0.59387,-0.07577,1.91515,-0.19801,1.87467,-0.19214,1.95259,-0.18514,0.68829,-0.11588,-0.03317,0,1,-0.15530666666666668,-0.15051,0.004796666666666671,-1.7428099999999995,0.09146,0.10711999999999999,0.14325000000000002,7012.958839658,-22076.79169896,3408.910244422,-3424.47549336
5nvi01.log,-0.23449,-0.22642,-0.22503,-0.21809,-0.21202,-0.18244,-0.17359,-0.17226,-0.16639,-0.16593,-0.05861,-0.05757,-0.01395,0.00998,0.02226,0.0249,0.02561,0.02783,0.03457,0.04548,22552.25,-0.0,-1.1093,-0.1519,-0.0956,1.1237,-15.4049,-14.0202,29.4251,0.3581,4.146,4.4427,-54.9214,-49.6142,-20.6527,-2.0401,-8.4403,5.7723,-10.0717,26.2151,14.0464,-16.8314,7.91185,5.30802,5.30753,5.30956,5.30987,417,3,1,0,538.0,0.006,0.48,-0.069,-0.006,0.016,0.122,-0.026,-0.01,-0.108,-0.004,0.038,-0.031,0,1.83561,-0.15908,1.75875,-0.16334,1.81129,-0.16739,0.83402,-0.08131,0.75021,-0.0839,0.0534,0,1,-0.16327000000000003,-0.082605,0.08066500000000003,-3.82142,0.10732,0.10882,0.15831,7154.076990382,-21760.92926383,3161.900652758,-3173.08327323
5nws01.log,-0.26908,-0.24978,-0.24283,-0.23122,-0.2261,-0.20339,-0.19119,-0.18996,-0.18753,-0.18384,-0.07066,-0.07011,-0.02373,-0.00978,0.00176,0.01297,0.01842,0.03073,0.03994,0.04219,18299.667,0.0,-1.547,-1.3007,-0.4834,2.0782,2.2144,2.0347,-4.2492,2.1269,-5.2351,3.3866,-10.8964,-40.9403,-27.5155,3.2107,-28.8773,-2.9174,-13.9802,-9.1306,4.3812,5.5167,7.87685,5.36831,5.33243,5.33956,5.32381,418,2,0,1,413.0,-0.437,-0.394,-0.02,-0.139,-0.054,-0.017,0.077,-0.035,0.025,0.013,-0.032,0.055,0,0.66912,-0.08106,1.89897,-0.20433,1.88534,-0.20266,1.95463,-0.18566,0.53124,-0.10624,0.09291,0,1,-0.16268333333333335,-0.14595,0.01673333333333335,-1.9675599999999998,0.11318,0.11742,0.16623,5415.187381131,-18265.96671513,3147.460422351,-3157.19549986
5o1701.log,-0.23428,-0.22649,-0.22482,-0.21825,-0.21201,-0.18237,-0.17384,-0.17209,-0.16618,-0.1658,-0.05851,-0.05763,-0.01439,0.01009,0.02237,0.02472,0.02516,0.02767,0.03452,0.04535,22532.4539,-0.0,0.7304,-0.4562,-0.0065,0.8611,-15.2887,-14.6409,29.9296,-0.4993,1.3448,-1.9466,47.8008,-50.1373,8.164,-6.6713,-18.1419,-14.6912,8.1812,23.1543,5.4213,-27.8502,7.92391,5.30763,5.30682,5.30764,5.3066,419,3,1,0,514.0,0.018,0.492,-0.069,-0.032,0.021,0.083,-0.029,0.005,0.089,-0.057,0.045,-0.026,0,1.9641,-0.16925,1.74178,-0.16226,1.85543,-0.17115,0.70303,-0.07172,0.73329,-0.08348,0.0415,0,1,-0.16755333333333333,-0.0776,0.08995333333333333,-4.1249899999999995,0.10729,0.10855,0.1577,7158.698276313,-21770.17673587,3161.927607625,-3173.08372799
5o1705.log,-0.24181,-0.23982,-0.22669,-0.22057,-0.21693,-0.2102,-0.18783,-0.18312,-0.17759,-0.09663,-0.06396,-0.06105,-0.01832,0.00949,0.01175,0.01437,0.02257,0.02652,0.02948,0.04483,22539.7109,-0.0,0.5606,-1.1161,0.0541,1.2502,-12.7103,-25.2581,37.9684,-2.361,2.4484,-2.5912,39.4484,-77.4407,10.1589,-11.612,-19.6095,-14.8605,8.7134,21.2735,3.5288,-30.3163,7.23712,5.36741,5.40112,5.37318,5.40201,419,3,1,0,514.0,0.018,0.492,-0.069,-0.032,0.021,0.083,-0.029,0.005,0.089,-0.057,0.045,-0.026,0,0.95946,-0.2571,0.93326,-0.31017,0.94655,-0.31002,0.59391,-0.24646,0.96485,-0.32762,0.70866,0,5,-0.29242999999999997,-0.28704,0.00538999999999995,-1.28051,0.03266999999999999,0.11654,0.1648,7158.698276313,-21767.88894307,3162.557875917,-3173.02407236
5o1712.log,-0.36758,-0.36584,-0.34161,-0.33774,-0.32831,-0.32589,-0.315,-0.31446,-0.28894,-0.28166,-0.17048,-0.16946,-0.14704,-0.13186,-0.11506,-0.09007,-0.08485,-0.08442,-0.07251,-0.06194,22433.4899,1.0,0.6954,-0.1512,0.2703,0.7612,-8.2519,-7.5776,15.8296,-0.1563,1.5687,-1.6013,9.3234,-8.7184,13.5579,9.3111,-11.9821,-17.7228,11.1579,12.5948,11.5208,-27.959,7.58163,5.33581,5.33624,5.33681,5.33528,419,3,1,0,514.0,0.018,0.492,-0.069,-0.032,0.021,0.083,-0.029,0.005,0.089,-0.057,0.045,-0.026,0,0.97636,-0.36269,0.91463,-0.39188,0.96142,-0.39825,0.46004,-0.29292,0.46963,-0.30721,0.37673,1,2,-0.3842733333333333,-0.300065,0.08420833333333327,-1.92274,0.11118000000000003,0.11947999999999998,0.16742,7158.698276313,-21730.33041074,3161.59361077,-3172.91003813
5o1801.log,-0.23376,-0.2263,-0.22461,-0.21829,-0.21161,-0.18195,-0.17271,-0.1715,-0.16548,-0.16523,-0.05745,-0.05662,-0.01329,0.00979,0.0225,0.02482,0.02529,0.02732,0.0346,0.04546,22345.1285,0.0,0.7678,-0.2136,-0.0055,0.797,-16.0381,-14.2784,30.3165,-0.9613,-4.4146,-2.6749,51.2397,-4.9036,-12.1977,27.2468,4.8111,-11.2146,-17.9552,-8.5875,11.1655,16.2446,7.92399,5.30617,5.30666,5.30846,5.30746,420,3,1,0,527.0,0.006,0.538,-0.056,-0.069,0.02,0.184,-0.028,-0.008,0.167,-0.126,0.032,0.039,0,1.39206,-0.12427,1.80391,-0.16638,1.78419,-0.16495,1.27698,-0.11554,0.7406,-0.08346,0.04132,0,1,-0.15186666666666668,-0.0995,0.05236666666666667,-2.9625799999999995,0.10777999999999999,0.10885999999999998,0.15821000000000002,7170.448024546,-21793.84549853,3161.932791873,-3173.0822623
5o1805.log,-0.24963,-0.24866,-0.22888,-0.22255,-0.2158,-0.21217,-0.20764,-0.18219,-0.1023,-0.10118,-0.04496,-0.02744,-0.02175,0.003,0.00466,0.01278,0.01942,0.02317,0.02449,0.03955,22358.8864,0.0,1.8383,-0.3312,-0.0159,1.868,-24.4399,-23.4116,47.8515,-0.7188,-7.4074,0.537,79.3038,-8.8273,-13.1767,39.7599,9.2965,-13.3263,-13.8282,-7.6314,14.4221,20.8303,7.58408,5.31345,5.31909,5.31839,5.31165,420,3,1,0,527.0,0.006,0.538,-0.056,-0.069,0.02,0.184,-0.028,-0.008,0.167,-0.126,0.032,0.039,0,0.74212,-0.22783,0.94516,-0.29895,0.9253,-0.26686,0.69732,-0.22488,0.46763,-0.20072,0.37359,0,5,-0.26454666666666665,-0.2128,0.05174666666666666,-1.4476299999999998,0.056220000000000006,0.07486000000000001,0.16044,7170.448024546,-21790.18455169,3162.055096564,-3172.97306725
5o1812.log,-0.3673,-0.36518,-0.34098,-0.33828,-0.32823,-0.32585,-0.31583,-0.31453,-0.28835,-0.28161,-0.17038,-0.16857,-0.1468,-0.13184,-0.11416,-0.08947,-0.08572,-0.08416,-0.07261,-0.06224,22247.477,1.0,0.5517,-0.4584,-0.2557,0.7615,-7.4543,-9.5058,16.9601,0.0289,-4.1691,-2.3961,24.3458,-9.234,-16.3961,7.4501,-5.9177,-16.335,-5.9469,-7.0392,12.9921,11.7049,7.5813,5.33522,5.33542,5.33683,5.33671,420,3,1,0,527.0,0.006,0.538,-0.056,-0.069,0.02,0.184,-0.028,-0.008,0.167,-0.126,0.032,0.039,0,0.74274,-0.32995,0.93886,-0.37993,0.93335,-0.40989,0.69444,-0.32498,0.47265,-0.307,0.37684,1,2,-0.3732566666666666,-0.31599,0.05726666666666663,-1.44786,0.11123000000000002,0.11978,0.16772999999999996,7170.448024546,-21753.88919726,3161.598328977,-3172.90892845
5o1816.log,-0.33864,-0.33837,-0.33192,-0.32871,-0.32808,-0.32006,-0.31722,-0.31189,-0.28947,-0.28232,-0.1714,-0.1706,-0.11529,-0.08819,-0.08518,-0.08474,-0.07367,-0.06222,-0.05141,-0.04945,22249.4046,1.0,0.4929,-0.4175,-0.0874,0.6519,-6.2519,-8.565,14.8169,-0.1697,-3.7341,-2.8709,23.0244,-8.3693,-13.0375,6.3247,-5.1975,-15.5021,-7.1144,-6.8852,12.7283,11.0437,6.82721,5.45183,5.44893,5.45104,5.45364,420,3,1,0,527.0,0.006,0.538,-0.056,-0.069,0.02,0.184,-0.028,-0.008,0.167,-0.126,0.032,0.039,0,0.95213,-0.49053,0.9391,-0.47674,0.93876,-0.47731,0.9524,-0.49351,0.95066,-0.49284,1.06249,1,6,-0.4815266666666667,-0.49317500000000003,-0.011648333333333316,-0.9269300000000005,0.11092000000000002,0.11887,0.1966,7170.448024546,-21753.87782566,3162.766506139,-3172.88252029
5o2701.log,-0.23391,-0.22615,-0.22425,-0.21868,-0.21187,-0.18192,-0.17279,-0.17157,-0.1657,-0.16535,-0.05728,-0.05667,-0.01309,0.00946,0.02251,0.02503,0.02562,0.02818,0.03479,0.04554,22362.5577,-0.0,-0.7808,-0.3131,0.1363,0.8522,-16.2755,-13.9757,30.2511,0.549,-4.1249,1.9157,-49.3341,-10.187,13.1007,-26.2237,5.5702,-3.7331,14.6411,-9.0576,1.5612,15.2924,7.92076,5.30783,5.30477,5.30742,5.30834,421,3,1,0,539.0,-0.026,0.441,-0.015,-0.04,0.018,0.067,-0.012,0.022,0.155,-0.199,0.061,-0.074,0,1.4712,-0.13013,1.82389,-0.16815,1.81189,-0.16724,1.1855,-0.10808,0.70306,-0.08008,0.04462,0,1,-0.15517333333333333,-0.09408,0.06109333333333333,-3.21842,0.10807,0.10902999999999999,0.15848,7167.348472406,-21787.66249274,3161.933375638,-3173.08315668
5o2705.log,-0.25012,-0.24849,-0.22894,-0.22267,-0.21653,-0.21205,-0.20801,-0.18213,-0.10223,-0.10108,-0.04534,-0.02718,-0.02274,0.0025,0.00479,0.01315,0.01946,0.02346,0.02467,0.03935,22376.4969,-0.0,-1.8636,-0.5414,0.1886,1.9498,-24.7201,-23.4957,48.2157,-0.027,-6.3785,-1.0206,-77.7856,-17.1626,14.3768,-38.5201,8.5854,0.3845,9.987,-8.3501,-0.8838,18.4252,7.57825,5.31288,5.31701,5.31735,5.31108,421,3,1,0,539.0,-0.026,0.441,-0.015,-0.04,0.018,0.067,-0.012,0.022,0.155,-0.199,0.061,-0.074,0,0.77591,-0.23337,0.94989,-0.30324,0.93372,-0.26745,0.65852,-0.21823,0.45501,-0.19959,0.37943,0,5,-0.26802,-0.20890999999999998,0.059109999999999996,-1.5459900000000002,0.055740000000000005,0.07505,0.15938999999999998,7167.348472406,-21783.95618468,3162.053931745,-3172.97340742
5o2712.log,-0.36756,-0.36518,-0.34126,-0.33796,-0.32822,-0.32564,-0.31587,-0.31518,-0.28843,-0.28172,-0.17025,-0.16853,-0.14737,-0.13216,-0.11415,-0.08999,-0.08551,-0.08358,-0.07216,-0.06212,22264.9896,1.0,-0.5433,-0.5122,0.2685,0.7935,-7.7042,-9.3038,17.008,-0.212,-4.6252,2.1428,-20.7249,-11.9969,17.9481,-7.5915,-4.4378,-5.5881,2.0713,-7.2518,-2.8626,16.9175,7.57818,5.33585,5.33429,5.33654,5.33675,421,3,1,0,539.0,-0.026,0.441,-0.015,-0.04,0.018,0.067,-0.012,0.022,0.155,-0.199,0.061,-0.074,0,0.77514,-0.33421,0.9471,-0.3823,0.94436,-0.41152,0.65733,-0.31931,0.45757,-0.30441,0.38011,1,2,-0.37600999999999996,-0.31186,0.06414999999999993,-1.5517000000000003,0.11147000000000001,0.1199,0.16781000000000001,7167.348472406,-21747.69989309,3161.597909369,-3172.90980293
5o2716.log,-0.34352,-0.34203,-0.33791,-0.33071,-0.32483,-0.32,-0.31822,-0.3071,-0.21906,-0.21823,-0.15357,-0.13662,-0.12915,-0.09235,-0.08988,-0.0874,-0.08314,-0.06457,-0.06405,-0.05396,22269.8814,1.0,-0.8915,-0.5819,0.0434,1.0655,-8.1446,-12.2736,20.4182,-1.2439,-4.941,1.4202,-30.8198,-14.2247,13.7644,-10.1734,-4.3294,-5.3659,1.7219,-6.7378,-3.3306,17.3376,7.58995,5.3326,5.33938,5.33658,5.33507,421,3,1,0,539.0,-0.026,0.441,-0.015,-0.04,0.018,0.067,-0.012,0.022,0.155,-0.199,0.061,-0.074,0,0.77159,-0.33703,0.94981,-0.41601,0.93712,-0.37524,0.65086,-0.32139,0.46049,-0.30895,0.36758,1,6,-0.37609333333333334,-0.31517,0.06092333333333333,-1.5471700000000002,0.06466,0.08244000000000001,0.17795,7167.348472406,-21747.30778993,3161.854763488,-3172.7721718
5obo01.log,-0.2432,-0.23617,-0.2298,-0.22184,-0.21985,-0.19199,-0.17959,-0.17833,-0.17681,-0.17521,-0.06511,-0.06394,-0.0193,0.00527,0.01655,0.02053,0.02204,0.03312,0.03651,0.04034,21550.166,0.0,-0.8698,1.5459,3.7605,4.1579,-8.226,-3.0535,11.2796,-1.5157,-0.3693,9.0334,-27.8736,49.1077,123.1756,7.1608,26.582,-8.966,-15.3793,27.2548,13.8045,2.8408,8.06874,5.31201,5.3096,5.31229,5.31461,422,0,1,2,330.0,0.13,-0.762,-0.052,-0.131,-0.02,-0.097,-0.049,0.099,-0.069,-0.05,-0.023,-0.02,0,0.73844,-0.08657,1.84549,-0.18283,1.88025,-0.18698,1.90625,-0.17161,0.68681,-0.11009,-0.10598,0,1,-0.15212666666666666,-0.14085,0.011276666666666657,-1.87112,0.1101,0.11287,0.15902999999999998,7164.792367715,-22385.83079068,3413.659676971,-3424.85335331
5obo05.log,-0.26599,-0.24749,-0.23262,-0.22902,-0.22077,-0.21923,-0.192,-0.18796,-0.18471,-0.10582,-0.06987,-0.06664,-0.02386,0.00438,0.00709,0.02008,0.02061,0.02836,0.03923,0.04294,21557.0482,-0.0,-0.8325,2.0831,4.1335,4.7029,-8.4021,-8.7133,17.1155,-0.8346,-0.9108,9.3753,-27.9201,56.7627,131.722,11.9575,33.5667,-9.9864,-15.6349,26.0644,18.5253,3.3039,7.40497,5.38748,5.39327,5.38731,5.39645,422,0,1,2,330.0,0.13,-0.762,-0.052,-0.131,-0.02,-0.097,-0.049,0.099,-0.069,-0.05,-0.023,-0.02,0,0.59151,-0.25773,0.94763,-0.32651,0.95216,-0.33171,0.93984,-0.27106,0.96962,-0.38015,0.53238,0,5,-0.3053166666666667,-0.32560500000000003,-0.020288333333333353,-0.5818399999999997,0.035949999999999996,0.11807000000000001,0.1641,7164.792367715,-22383.53843454,3414.272119382,-3424.79643402
5ocb01.log,-0.24453,-0.23551,-0.22398,-0.21805,-0.21024,-0.18954,-0.18149,-0.1782,-0.17415,-0.17132,-0.06669,-0.06267,-0.02257,-0.01037,0.01587,0.01954,0.0215,0.03266,0.03499,0.03978,21681.2775,-0.0,0.017,1.8848,3.7018,4.154,-3.5204,-8.9512,12.4716,3.9962,0.0931,7.3179,-2.1936,74.724,122.5786,-10.72,24.4283,3.2612,-7.7857,24.7925,6.4986,15.4031,8.07917,5.31385,5.32944,5.32818,5.33121,423,0,1,2,339.0,0.061,-0.798,-0.062,-0.063,-0.005,-0.008,-0.046,-0.002,-0.093,-0.051,0.011,-0.02,0,1.31112,-0.12437,1.85286,-0.18214,1.88975,-0.18583,1.31093,-0.12454,0.70285,-0.10928,-0.11831,0,1,-0.16411333333333333,-0.11691,0.04720333333333333,-3.03995,0.10463,0.11148,0.15563,7144.19372795,-22343.26712742,3411.993333742,-3424.609176
5oxu01.log,-0.26989,-0.2449,-0.24477,-0.23118,-0.22541,-0.20295,-0.18862,-0.18818,-0.18732,-0.18339,-0.07006,-0.06918,-0.02303,-0.0076,0.00257,0.01311,0.01813,0.03137,0.04078,0.04212,18073.4388,-0.0,-2.6313,0.2966,-0.352,2.6712,1.5364,2.7934,-4.3299,0.5973,-2.9353,2.2014,-40.9755,-8.4077,-27.0347,-19.5116,12.7214,-0.5814,-22.6647,2.3624,10.0947,-1.7457,7.90608,5.35866,5.32167,5.33154,5.33145,424,2,0,1,390.0,-0.387,0.821,0.079,-0.011,0.024,-0.027,0.034,-0.001,-0.05,-0.036,0.031,-0.014,0,1.26368,-0.12901,1.90343,-0.2038,1.88362,-0.20113,1.36539,-0.13809,0.53542,-0.10731,0.06396,0,1,-0.17798000000000003,-0.1227,0.055280000000000024,-3.14992,0.11333,0.11813999999999998,0.16515,5431.786716068,-18299.32079443,3147.481813587,-3157.19540757
