file_name,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,spatial_extent_R2_au,net_charge,dipole.X,dipole.Y,dipole.Z,dipole.Tot,traceless_quadrupole.XX,traceless_quadrupole.YY,traceless_quadrupole.ZZ,traceless_quadrupole.XY,traceless_quadrupole.XZ,traceless_quadrupole.YZ,octapole.XXX,octapole.YYY,octapole.ZZZ,octapole.XYY,octapole.XXY,octapole.XXZ,octapole.XZZ,octapole.YZZ,octapole.YYZ,octapole.XYZ,natural_population.atoms[0].valence,natural_population.atoms[1].valence,natural_population.atoms[2].valence,natural_population.atoms[3].valence,natural_population.atoms[4].valence,PDB-ID,function,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy,solute,lft_orbitals.Fe.d_xy.occupancy,lft_orbitals.Fe.d_xy.energy,lft_orbitals.Fe.d_xz.occupancy,lft_orbitals.Fe.d_xz.energy,lft_orbitals.Fe.d_yz.occupancy,lft_orbitals.Fe.d_yz.energy,lft_orbitals.Fe.d_(x2-y2).occupancy,lft_orbitals.Fe.d_(x2-y2).energy,lft_orbitals.Fe.d_z2.occupancy,lft_orbitals.Fe.d_z2.energy,iron_natural_charge,charge,multiplicity,t_2g_energy_mean,e_g_energy_mean,lft_energy_delta,lft_occupancy_delta,homo_lumo_gap,homo1_lumo1_gap,homo2_lumo2_gap,orbital_distortion_type,dx2y2_dz2_diff,dz2_dxy_diff,dxy_dxz_dyz_diff,eg_t2g_diff,overview_N-N_au,overview_E-N_au,overview_KE_au,total_energies[0]
5ych05.log,-0.17664,-0.174,-0.1239,-0.06497,-0.06342,-0.0181,20022.3649,-0.0,2.0794,-0.8891,3.2573,3.9654,-3.502,-9.3988,12.9008,-2.9488,4.6344,-3.117,42.9483,-22.3846,94.1101,25.6269,5.1917,9.6793,32.6812,-20.8885,-19.0488,-3.0767,7.19574,5.43603,5.42394,5.44365,5.43071,410,3,1,1,504.0,0.06,-0.095,-0.226,-0.155,-0.004,0.217,0.081,-0.012,-0.003,0.027,-0.047,0.049,0,0.95349,-0.23763,0.96,-0.26019,0.95246,-0.2576,0.96537,-0.20297,0.97554,-0.29419,0.75557,0,5,-0.2518066666666667,-0.24858000000000002,0.0032266666666666555,-0.9250399999999999,0.058929999999999996,0.11057999999999998,0.15854,1.0,0.09122,-0.05656,0.02126499999999998,0.0032266666666666555,5965.478970028,-18946.835373,2974.949612359,-2984.00413072
5ych12.log,-0.32161,-0.2994,-0.28954,-0.19465,-0.17867,-0.17723,19927.7003,1.0,1.9283,-0.8619,3.2055,3.8387,8.5282,-0.4103,-8.1179,-0.8323,5.4914,-3.5986,25.102,9.5177,144.95,9.8883,-9.0327,-17.1588,26.8396,-25.6398,-50.7946,-3.8187,7.42203,5.36125,5.3483,5.37219,5.34722,410,3,1,1,504.0,0.06,-0.095,-0.226,-0.155,-0.004,0.217,0.081,-0.012,-0.003,0.027,-0.047,0.049,0,0.52325,-0.30945,0.96274,-0.43445,0.9058,-0.40069,0.90281,-0.36923,0.44216,-0.33397,0.54168,1,2,-0.38153,-0.3516,0.029929999999999957,-1.0468200000000003,0.09489000000000003,0.12073,0.14438,2.0,-0.035260000000000014,-0.024519999999999986,0.10812,0.029929999999999957,5965.478970028,-18907.6182878,2973.474874618,-2983.83395866
5ylw01.log,-0.18945,-0.18763,-0.18315,-0.07105,-0.07045,-0.02369,18285.5567,0.0,-1.3746,-1.2045,0.1703,1.8355,1.7486,2.5394,-4.288,1.7087,-5.2656,1.9127,-18.2291,-39.0921,-20.9798,6.0603,-24.9489,2.5556,-16.5004,-10.9777,3.587,3.5576,7.90124,5.34939,5.32762,5.37004,5.32552,411,2,0,1,387.0,-0.418,-0.162,0.066,-0.315,0.01,-0.208,0.078,-0.021,0.154,0.045,-0.025,0.006,0,0.76676,-0.09036,1.90383,-0.20396,1.87947,-0.20128,1.84729,-0.18094,0.54613,-0.10832,0.06776,0,1,-0.1652,-0.14462999999999998,0.020570000000000033,-2.1566400000000003,0.1121,0.11717999999999999,0.16576000000000002,2.0,-0.07261999999999999,-0.017960000000000004,0.11226,0.020570000000000033,5413.907676877,-18263.48644559,3147.442342519,-3157.18609437
5ylw12.log,-0.32742,-0.30935,-0.29802,-0.21946,-0.18659,-0.18573,18196.3452,1.0,-1.2728,-1.0522,1.5423,2.2596,15.4823,14.5077,-29.99,3.4608,-5.4636,2.4455,15.503,-21.9948,1.9076,-6.6974,-6.6084,8.142,-19.7776,-11.9211,1.5073,14.1147,7.60415,5.35939,5.35415,5.37743,5.34849,411,2,0,1,387.0,-0.418,-0.162,0.066,-0.315,0.01,-0.208,0.078,-0.021,0.154,0.045,-0.025,0.006,0,0.49762,-0.32039,0.9572,-0.43645,0.91483,-0.41509,0.93281,-0.39521,0.50155,-0.36893,0.35594,1,2,-0.3906433333333333,-0.38207,0.008573333333333266,-0.93529,0.07856000000000002,0.12276000000000001,0.14168999999999998,3.0,-0.026280000000000026,-0.04853999999999997,0.10537999999999997,0.008573333333333266,5413.907676877,-18227.20404027,3147.136416186,-3156.98153629
5ysm01.log,-0.18973,-0.18748,-0.18337,-0.07025,-0.06855,-0.02237,18165.0714,-0.0,0.8306,1.4428,-0.5142,1.7424,-0.7379,5.3573,-4.6194,2.4244,4.6344,1.0227,-24.5219,21.6503,-23.5171,-2.2528,22.3498,7.8483,10.2029,13.3698,-14.7199,-0.5095,7.86583,5.36584,5.33535,5.33858,5.32607,412,2,0,1,434.0,-0.45,-0.191,-0.057,-0.119,0.046,-0.04,0.041,-0.033,-0.054,0.001,0.045,0.011,0,1.33417,-0.13434,1.90092,-0.2038,1.89083,-0.20409,1.28714,-0.13095,0.51973,-0.10502,0.10373,0,1,-0.18074333333333334,-0.117985,0.06275833333333333,-3.31905,0.11312,0.11893000000000001,0.16736,3.0,-0.02593000000000001,0.029319999999999985,0.069605,0.06275833333333333,5419.840061504,-18275.38385,3147.462769112,-3157.19143363
5ysm12.log,-0.33007,-0.30762,-0.29825,-0.22352,-0.18653,-0.18503,18076.6097,1.0,1.0203,1.4254,0.5874,1.8487,15.4819,14.1949,-29.6768,0.2028,5.4133,0.7337,-16.6856,24.6663,-1.4863,-1.1101,-6.0898,-1.4316,14.925,15.4552,-14.038,7.2984,7.59453,5.39653,5.36199,5.3667,5.34618,412,2,0,1,434.0,-0.45,-0.191,-0.057,-0.119,0.046,-0.04,0.041,-0.033,-0.054,0.001,0.045,0.011,0,0.7267,-0.35584,0.97333,-0.45178,0.93605,-0.41484,0.69817,-0.35143,0.45675,-0.36013,0.36494,1,2,-0.4074866666666666,-0.35578,0.05170666666666662,-1.4811599999999998,0.07473000000000002,0.12109,0.14503999999999997,1.0,0.008699999999999986,-0.004290000000000016,0.07746999999999998,0.05170666666666662,5419.840061504,-18238.93532042,3147.098078595,-3156.98734193
5zm901.log,-0.16874,-0.16348,-0.16316,-0.05575,-0.05498,-0.01157,22005.086,0.0,-1.1505,1.9592,-0.0281,2.2722,-15.3115,-14.9188,30.2303,-0.0191,4.2779,0.7445,-19.9911,26.427,16.9727,-4.3731,19.5998,-10.1044,-15.8502,38.1251,5.0605,22.4889,7.95092,5.30682,5.30577,5.30182,5.30274,413,2,1,0,542.0,-0.14,-1.016,0.102,-0.004,-0.003,0.075,-0.014,-0.008,-0.059,-0.004,0.01,-0.039,0,0.74239,-0.07397,1.84893,-0.16897,1.83847,-0.16814,1.91473,-0.16375,0.67092,-0.07833,0.01415,0,1,-0.13702666666666666,-0.12104000000000001,0.01598666666666665,-1.8441400000000003,0.10741,0.10849999999999999,0.15717,2.0,-0.08542000000000001,-0.004360000000000003,0.09458500000000002,0.01598666666666665,7198.8645219,-21851.0321254,3162.000571607,-3173.07997551
5zze01.log,-0.17839,-0.17676,-0.17603,-0.06349,-0.06282,-0.01787,20035.4397,-0.0,-0.895,-1.6781,3.0826,3.6221,-4.2745,-9.1133,13.3878,2.3824,-4.3315,-2.7935,-5.3184,-32.0312,91.4835,0.3624,-34.6213,7.38,-23.2336,-25.2544,-19.3822,2.5158,7.72811,5.33452,5.32677,5.34994,5.32831,414,3,1,1,502.0,0.003,0.025,-0.236,-0.171,-0.011,0.216,0.083,-0.007,-0.035,-0.071,0.018,0.032,0,0.71934,-0.07058,1.88007,-0.18603,1.8428,-0.18303,1.90737,-0.17189,0.53592,-0.07896,0.24341,0,1,-0.1465466666666667,-0.125425,0.021121666666666677,-1.9989199999999991,0.11253999999999999,0.11394,0.16052,2.0,-0.09292999999999998,-0.008379999999999999,0.11395,0.021121666666666677,5964.756846491,-18943.80873754,2973.865199348,-2984.02512249
6a4y01.log,-0.17789,-0.1765,-0.17541,-0.06396,-0.06203,-0.01789,20016.6687,0.0,1.9843,-0.4469,3.2896,3.8676,-3.4995,-10.5124,14.0119,1.3617,2.0563,0.2274,39.1828,-19.3066,97.7981,30.6234,5.9015,12.8185,32.4189,0.1236,-11.2676,-5.4474,7.73375,5.32903,5.34313,5.3229,5.33791,415,2,1,1,428.0,-0.326,-0.001,-0.225,-0.447,0.011,0.003,-0.039,0.01,-0.047,-0.041,0.051,0.065,0,0.65256,-0.06451,1.8916,-0.18723,1.86614,-0.18472,1.96691,-0.17693,0.50798,-0.07697,0.23782,0,1,-0.14548666666666668,-0.12695,0.018536666666666674,-1.9354099999999996,0.11145000000000001,0.11446999999999999,0.16,2.0,-0.09996000000000001,-0.012459999999999999,0.121465,0.018536666666666674,5963.556059131,-18941.44396499,2973.865237665,-2984.02597657
6cpp01.log,-0.18887,-0.1879,-0.18385,-0.0717,-0.07095,-0.02429,18361.0334,0.0,-1.2783,-1.7885,0.4456,2.243,2.6269,3.3443,-5.9712,-2.0823,-1.4109,-1.3269,-0.1943,-30.7036,-11.7184,3.4235,-27.7422,-7.542,-18.5616,-20.1579,3.9386,1.109,7.87652,5.33124,5.37526,5.33106,5.34529,416,2,0,1,451.0,0.188,-0.568,0.017,-0.091,-0.036,-0.101,-0.044,-0.112,-0.006,-0.08,0.02,0.021,0,0.65424,-0.08482,1.90679,-0.20443,1.90091,-0.20316,1.93853,-0.19165,0.51864,-0.10729,0.09024,0,1,-0.16413666666666668,-0.14947,0.014666666666666689,-2.00477,0.11215000000000001,0.11695000000000001,0.16458,2.0,-0.08435999999999999,-0.02246999999999999,0.118975,0.014666666666666689,5406.660218757,-18248.90493202,3147.420097673,-3157.17866471
6cuk01.log,-0.17633,-0.16986,-0.16677,-0.06375,-0.05915,-0.04459,20021.9818,-0.0,-2.0534,-0.9599,2.9078,3.6869,-6.2958,-7.7978,14.0936,-0.0421,-4.1129,-0.4361,-81.1833,-16.1734,66.9774,-0.8024,-32.5297,-3.1023,-22.4454,-5.6961,-6.7766,-14.9662,7.79489,5.35122,5.31944,5.32564,5.3209,417,0,1,1,372.0,-0.161,-0.615,-0.113,-0.071,-0.008,0.013,-0.268,0.013,-0.072,0.019,-0.051,0.044,0,0.79114,-0.07288,1.8794,-0.18102,1.86314,-0.17762,1.84162,-0.16208,0.54683,-0.07642,0.17663,0,1,-0.14384,-0.11925,0.02459,-2.14523,0.10302,0.11071,0.13174,2.0,-0.08566,-0.0035400000000000015,0.10643999999999998,0.02459,5956.178878636,-18924.85437274,2971.237854976,-2983.70033043
6dyi01.log,-0.17896,-0.17847,-0.17644,-0.06539,-0.06459,-0.0196,21730.3677,-0.0,1.1674,-1.6857,3.621,4.1613,-2.9544,-8.13,11.0844,1.0704,2.8854,5.0649,39.502,-39.3329,130.4778,-7.3067,-11.9373,7.0018,17.4715,-10.195,-9.4723,11.7365,8.04277,5.32343,5.31555,5.31732,5.3111,418,0,1,2,438.0,0.142,-0.094,-0.026,-0.267,0.014,-0.02,0.006,0.031,0.009,-0.063,-0.04,0.07,0,1.35811,-0.13181,1.87279,-0.18655,1.86717,-0.18511,1.27215,-0.12555,0.6709,-0.10738,-0.08112,0,1,-0.16782333333333332,-0.116465,0.051358333333333325,-3.15502,0.11105000000000001,0.11388,0.15936,3.0,-0.01816999999999999,0.024430000000000007,0.054019999999999985,0.051358333333333325,7145.687234019,-22347.49971539,3413.629568797,-3424.85192314
6ekw01.log,-0.18912,-0.18771,-0.18336,-0.06995,-0.06864,-0.0223,18139.246,-0.0,-2.669,0.0936,-0.6429,2.7469,1.3538,2.8805,-4.2344,0.1755,-2.7459,2.1063,-42.6764,-8.0724,-25.4309,-18.0087,11.9947,0.985,-23.3777,-2.0273,4.5694,-0.4181,7.87748,5.36203,5.32863,5.33087,5.33752,419,2,0,1,388.0,-0.478,0.487,-0.01,-0.105,-0.015,-0.011,0.04,-0.002,-0.031,-0.047,0.018,-0.023,0,1.38634,-0.13777,1.90288,-0.20413,1.89363,-0.20248,1.23627,-0.12673,0.52027,-0.10499,0.09278,0,1,-0.18145999999999998,-0.11586,0.06559999999999998,-3.42631,0.11341,0.11906999999999998,0.16682000000000002,3.0,-0.02174000000000001,0.032780000000000004,0.06553500000000001,0.06559999999999998,5422.791516525,-18281.32912157,3147.467372302,-3157.19479886
6ekx01.log,-0.18736,-0.1854,-0.18268,-0.07029,-0.06954,-0.02401,17958.5386,-0.0,2.5962,-0.5975,-0.3979,2.6936,1.291,2.2117,-3.5026,1.2733,2.6058,-2.6633,37.9521,6.5358,-38.5784,22.3987,-13.8639,-2.4211,20.893,-6.4245,14.1749,-2.1567,7.89532,5.35834,5.33105,5.33133,5.32791,420,2,0,1,388.0,-0.328,1.19,0.297,0.113,0.029,-0.03,0.012,0.007,-0.057,0.012,-0.011,0.026,0,1.0321,-0.10907,1.89982,-0.20231,1.88149,-0.20021,1.60567,-0.15662,0.53227,-0.10519,0.07533,0,1,-0.17053,-0.130905,0.039624999999999994,-2.6754700000000002,0.11239,0.11586,0.16335,2.0,-0.051430000000000003,0.0038799999999999946,0.09219,0.039624999999999994,5443.84552054,-18323.50604763,3147.499281009,-3157.19217746
6ff501.log,-0.17739,-0.17455,-0.1718,-0.06579,-0.06218,-0.0231,21792.2317,0.0,-0.8208,1.9484,3.5529,4.1344,-3.9168,-7.6865,11.6033,3.5769,-3.755,9.3654,-9.0363,71.0,117.2255,-16.0275,22.3327,7.527,-29.677,31.6106,6.5274,10.7966,8.03574,5.31313,5.3325,5.32278,5.33179,421,0,1,2,300.0,-0.288,-0.812,0.007,-0.075,0.039,0.07,-0.163,0.001,-0.138,0.036,-0.008,-0.057,0,1.16068,-0.11382,1.78692,-0.17592,1.87772,-0.18415,1.48399,-0.13793,0.7323,-0.108,-0.07504,0,1,-0.15796333333333334,-0.12296499999999999,0.034998333333333354,-2.6090299999999997,0.10601000000000001,0.11237000000000001,0.15428999999999998,2.0,-0.02993,0.005820000000000006,0.066215,0.034998333333333354,7123.550734068,-22301.55375574,3411.488376291,-3424.59073822
6fyj01.log,-0.18901,-0.18764,-0.18334,-0.0697,-0.06866,-0.02269,18113.8225,-0.0,-2.1306,-0.5925,-0.5712,2.284,-0.0895,4.4322,-4.3427,0.8157,-1.9583,-0.9336,-47.1442,-0.6162,-17.9481,-16.1932,7.3153,12.0237,-18.8605,-13.5155,-10.363,-3.926,7.89503,5.33286,5.33835,5.33211,5.34662,422,2,0,1,402.0,-0.751,0.046,-0.168,-0.088,0.039,-0.158,-0.184,-0.027,-0.057,-0.003,0.011,0.007,0,1.61661,-0.15855,1.89794,-0.20297,1.86689,-0.20142,1.01194,-0.10882,0.55187,-0.10824,0.07451,0,1,-0.18764666666666666,-0.10853,0.07911666666666665,-3.8176299999999994,0.11364,0.11898,0.16632000000000002,3.0,-0.0005799999999999972,0.050309999999999994,0.04364500000000002,0.07911666666666665,5423.862991937,-18283.44607034,3147.470734818,-3157.19466044
6gd601.log,-0.17795,-0.17557,-0.17487,-0.06472,-0.06357,-0.01911,21607.3463,-0.0,-0.639,-1.0453,3.7396,3.9352,-6.8901,-6.1405,13.0306,2.0453,-3.0964,-5.8502,-32.9314,-43.4927,133.0467,7.5058,-21.074,0.1334,-7.9796,-15.7815,2.7735,8.3963,8.06004,5.30775,5.31753,5.31664,5.31927,423,0,1,2,306.0,-0.203,-0.815,-0.035,-0.053,0.041,0.139,-0.134,-0.016,-0.032,0.056,-0.018,0.019,0,1.82332,-0.16517,1.83172,-0.1819,1.86946,-0.18514,0.82682,-0.09275,0.70231,-0.1096,-0.09784,0,1,-0.17740333333333333,-0.101175,0.07622833333333333,-3.99537,0.11015,0.112,0.15884,1.0,0.016850000000000004,0.05557000000000001,0.018350000000000005,0.07622833333333333,7157.503113406,-22371.33203752,3413.664072653,-3424.85187743
6gd701.log,-0.17833,-0.17589,-0.17488,-0.06514,-0.06384,-0.01952,21603.7801,-0.0,-0.7855,-1.0326,3.8304,4.0442,-6.3932,-6.0223,12.4155,1.9246,-2.9126,-6.3897,-40.2577,-46.6436,129.7259,5.3744,-14.9372,2.4398,-8.1324,-16.8969,2.5193,8.199,8.05668,5.30815,5.31902,5.31719,5.31841,424,0,1,2,294.0,-0.121,-0.813,-0.089,-0.028,0.027,0.099,-0.081,-0.024,-0.051,0.049,-0.005,-0.021,0,1.95093,-0.17465,1.82873,-0.18191,1.87151,-0.18487,0.69875,-0.08333,0.70218,-0.10956,-0.0945,0,1,-0.18047666666666665,-0.096445,0.08403166666666664,-4.25024,0.10974,0.11205,0.15880999999999998,1.0,0.026230000000000003,0.06509,0.008739999999999998,0.08403166666666664,7158.748573187,-22373.77933577,3413.663143491,-3424.85269945
6geq01.log,-0.18916,-0.18698,-0.18347,-0.07094,-0.07019,-0.02475,18269.746,0.0,-1.3327,-0.9136,-0.3833,1.6607,2.0487,3.0124,-5.0611,1.9317,-4.6924,1.6806,-18.7533,-38.1928,-23.9917,11.1448,-24.7476,4.4016,-17.3997,-10.6193,-5.7443,-5.3097,7.90757,5.34262,5.32748,5.34891,5.32316,425,2,0,1,457.0,-0.509,-0.671,0.003,-0.086,-0.007,-0.124,0.133,-0.009,-0.075,0.021,0.023,-0.015,0,0.72551,-0.08708,1.89433,-0.20343,1.87391,-0.20122,1.90506,-0.1828,0.55184,-0.10951,0.06203,0,1,-0.16391,-0.14615499999999998,0.01775500000000002,-2.0368500000000003,0.11252999999999999,0.11679,0.16441,2.0,-0.07329,-0.02242999999999999,0.115245,0.01775500000000002,5420.612539105,-18276.85642126,3147.470192623,-3157.19426056
6gii01.log,-0.18938,-0.18817,-0.18339,-0.07073,-0.06974,-0.02342,18312.9475,-0.0,-1.9581,-1.24,-0.4027,2.3524,1.4701,1.8225,-3.2927,0.4199,-1.3017,-0.1315,-39.621,-38.9286,-21.2223,-11.4461,7.4386,6.2481,-21.735,-16.7576,-6.5948,1.616,7.88047,5.33804,5.35932,5.32725,5.34536,426,2,0,1,397.0,0.04,-0.461,-0.045,-0.15,-0.017,-0.06,0.333,-0.019,0.01,-0.089,-0.0,0.005,0,1.93384,-0.18392,1.89108,-0.20263,1.8532,-0.20041,0.6985,-0.08369,0.56275,-0.10887,0.0888,0,1,-0.19565333333333335,-0.09628,0.09937333333333334,-4.416869999999999,0.11266,0.11843000000000001,0.16596,1.0,0.025179999999999994,0.07505,0.017600000000000005,0.09937333333333334,5411.972252266,-18259.6041144,3147.456065584,-3157.19311152
6gk601.log,-0.1895,-0.18822,-0.1832,-0.07009,-0.06851,-0.02212,18226.9954,0.0,0.4418,1.555,-0.0751,1.6183,-0.7349,5.0833,-4.3485,1.5985,4.4423,2.2368,-21.2407,20.3858,-19.1688,-1.9569,21.7229,3.2552,5.9224,19.4417,4.8013,2.4707,7.8996,5.34119,5.33108,5.35587,5.32649,427,2,0,1,373.0,-0.266,-0.017,-0.016,-0.055,0.043,-0.024,0.097,-0.033,-0.056,-0.044,0.015,0.018,0,1.33366,-0.13668,1.89039,-0.20307,1.89349,-0.20443,1.28813,-0.13261,0.54116,-0.10854,0.0703,0,1,-0.18139333333333332,-0.120575,0.06081833333333332,-3.28825,0.11311,0.11971,0.16738,3.0,-0.024070000000000008,0.02814,0.06706999999999999,0.06081833333333332,5416.249398039,-18268.21273764,3147.452699528,-3157.19200129
6ied01.log,-0.17225,-0.1689,-0.16861,-0.06403,-0.05848,-0.01733,23140.2614,-0.0,1.7516,0.7409,0.2627,1.9199,-17.0688,-14.334,31.4028,-2.8056,1.1439,0.8757,73.5192,-35.141,12.8777,10.6348,18.7897,-9.8253,10.5246,42.1966,20.3278,15.4655,7.74897,5.32893,5.32724,5.32654,5.33672,428,2,1,0,418.0,-0.014,-0.006,-0.013,-0.229,0.021,0.009,-0.001,0.002,0.022,0.005,0.048,-0.068,0,1.6926,-0.14588,1.84245,-0.17263,1.86291,-0.17422,0.91433,-0.08548,0.57798,-0.06426,0.21426,0,1,-0.16424333333333332,-0.07486999999999999,0.08937333333333333,-3.9056500000000005,0.10458,0.11041999999999999,0.15491999999999997,3.0,-0.021220000000000003,0.08162000000000001,0.027544999999999986,0.08937333333333333,7044.549692715,-21539.76994353,3159.41282855,-3173.01057497
6ied05.log,-0.18534,-0.18049,-0.10529,-0.07336,-0.06155,-0.0225,23147.6705,0.0,1.3012,0.2558,0.1555,1.3352,-17.2444,-21.1071,38.3515,-4.1194,0.0824,-0.3012,63.5495,-47.8864,12.1966,7.5181,14.0458,-11.842,11.4791,40.9124,20.0685,15.2015,7.13991,5.40938,5.38501,5.41221,5.39103,428,2,1,0,418.0,-0.014,-0.006,-0.013,-0.229,0.021,0.009,-0.001,0.002,0.022,0.005,0.048,-0.068,0,0.87377,-0.27213,0.94906,-0.33192,0.95256,-0.33102,0.61757,-0.25215,0.97048,-0.34316,0.80541,0,5,-0.31168999999999997,-0.297655,0.014034999999999964,-1.1873400000000003,0.03193,0.11894000000000002,0.16284,1.0,0.09101000000000004,-0.07103000000000004,0.059340000000000004,0.014034999999999964,7044.549692715,-21536.81138958,3159.831523509,-3172.97892759
6ied12.log,-0.30809,-0.28789,-0.28173,-0.17884,-0.17479,-0.16825,23039.3064,1.0,1.3459,0.8138,0.1744,1.5824,-9.793,-6.9719,16.7648,-2.8016,1.5212,0.878,42.5848,-23.0019,13.87,-11.5858,6.9419,-16.5959,17.8532,37.0777,20.9078,21.4293,7.45386,5.35881,5.34674,5.35533,5.35781,428,2,1,0,418.0,-0.014,-0.006,-0.013,-0.229,0.021,0.009,-0.001,0.002,0.022,0.005,0.048,-0.068,0,0.86668,-0.34682,0.95816,-0.38015,0.96303,-0.42721,0.5499,-0.3034,0.40781,-0.29219,0.50179,1,2,-0.38472666666666666,-0.29779500000000003,0.08693166666666663,-1.8301599999999998,0.10288999999999998,0.11309999999999998,0.13983999999999996,3.0,-0.011209999999999998,0.05463000000000001,0.056859999999999966,0.08693166666666663,7044.549692715,-21500.22933016,3159.015020336,-3172.83109824
6ied16.log,-0.30573,-0.29475,-0.22133,-0.18454,-0.17344,-0.13031,23038.5776,1.0,0.3336,0.6043,0.115,0.6998,-2.1628,-7.5795,9.7423,-1.5814,2.9501,1.5213,15.7016,-22.2569,13.375,-19.0223,-6.1689,-17.4111,15.7581,37.358,19.6482,19.1986,7.14171,5.42091,5.39417,5.42654,5.3999,428,2,1,0,418.0,-0.014,-0.006,-0.013,-0.229,0.021,0.009,-0.001,0.002,0.022,0.005,0.048,-0.068,0,0.87179,-0.38163,0.94895,-0.44065,0.95228,-0.43948,0.61257,-0.36094,0.97046,-0.45155,0.80275,1,6,-0.42058666666666666,-0.40624499999999997,0.014341666666666697,-1.1899899999999999,0.03678999999999999,0.12131,0.17542,1.0,0.09061000000000002,-0.06991999999999998,0.05843499999999996,0.014341666666666697,7044.549692715,-21500.50200483,3159.647471751,-3172.77501574
6jt601.log,-0.18299,-0.17527,-0.17515,-0.07211,-0.06708,-0.02185,21798.8675,0.0,-1.3799,-0.8425,3.7229,4.0588,-4.5121,-6.4552,10.9673,1.0167,-1.5667,-7.3337,-47.0823,-47.1381,118.1439,-9.9983,7.0206,6.7069,-15.1495,-17.3857,10.3899,22.4897,8.06662,5.32,5.32629,5.35021,5.30556,429,2,1,2,439.0,-0.002,0.546,-0.04,-0.127,0.007,-0.1,0.028,-0.016,0.009,0.03,0.048,0.035,0,1.42617,-0.13673,1.84562,-0.1843,1.88102,-0.18621,1.19743,-0.11936,0.71391,-0.11236,-0.10535,0,1,-0.16907999999999998,-0.11585999999999999,0.05321999999999999,-3.2414700000000005,0.10304,0.10819000000000001,0.16114,3.0,-0.006999999999999992,0.02436999999999999,0.04852500000000001,0.05321999999999999,7136.523748503,-22327.4853324,3411.618204311,-3424.80009583
6jt605.log,-0.19289,-0.11718,-0.11049,-0.05762,-0.0384,-0.03687,21813.5574,-0.0,-2.5486,-1.0252,3.5771,4.5102,-13.9542,-14.3772,28.3314,1.9258,0.0389,-7.0607,-84.8864,-61.9787,122.0739,-18.8266,16.6539,3.4666,-15.8308,-14.5195,13.3852,22.9423,7.75339,5.32166,5.32163,5.35309,5.3239,429,2,1,2,439.0,-0.002,0.546,-0.04,-0.127,0.007,-0.1,0.028,-0.016,0.009,0.03,0.048,0.035,0,0.75491,-0.23493,0.95938,-0.2843,0.96657,-0.31796,0.66326,-0.22045,0.47699,-0.23104,0.19716,0,5,-0.27906333333333333,-0.225745,0.05331833333333333,-1.54061,0.05287000000000001,0.07878000000000002,0.15602,1.0,0.010589999999999988,0.0038900000000000046,0.06620000000000001,0.05331833333333333,7136.523748503,-22323.99049604,3411.750262941,-3424.69961598
6jt612.log,-0.31898,-0.29616,-0.29172,-0.18395,-0.17836,-0.16447,21701.523,1.0,-1.2903,-0.8104,3.2452,3.5851,2.9843,2.8826,-5.8669,2.3623,-1.4248,-7.3111,-19.703,-20.6007,130.8303,-6.4936,-6.1213,4.9079,-15.5666,-10.1956,10.2609,29.7396,7.75231,5.34282,5.34656,5.37186,5.34153,429,2,1,2,439.0,-0.002,0.546,-0.04,-0.127,0.007,-0.1,0.028,-0.016,0.009,0.03,0.048,0.035,0,0.751,-0.33999,0.95838,-0.39679,0.96546,-0.41515,0.66702,-0.32856,0.48872,-0.33884,0.19908,1,2,-0.3839766666666667,-0.3337,0.05027666666666669,-1.5190999999999997,0.10776999999999998,0.11779999999999999,0.15450999999999998,1.0,0.010279999999999956,0.0011500000000000399,0.06597999999999998,0.05027666666666669,7136.523748503,-22287.74814874,3411.305876101,-3424.61620081
6k9i01.log,-0.17817,-0.17576,-0.17419,-0.0655,-0.06331,-0.0196,21638.2048,-0.0,-0.6965,-1.1038,3.9177,4.1294,-6.2174,-6.098,12.3154,1.8966,-2.8083,-6.762,-39.1169,-45.576,132.8683,5.3597,-14.3623,3.1509,-7.5698,-19.6035,2.4333,8.5411,8.04191,5.30557,5.32474,5.32035,5.32131,430,0,1,2,312.0,-0.175,-0.796,-0.053,0.08,0.018,0.072,-0.108,-0.017,-0.047,0.006,-0.062,-0.004,0,1.95365,-0.17406,1.83385,-0.18198,1.86766,-0.18416,0.69317,-0.08203,0.69557,-0.10776,-0.07962,0,1,-0.18006666666666668,-0.09489500000000001,0.08517166666666667,-4.26642,0.10869000000000001,0.11245,0.15857,1.0,0.02572999999999999,0.0663,0.009010000000000018,0.08517166666666667,7153.988506431,-22364.29439892,3413.65654028,-3424.85054891
